index,temperature,label,delay
0.0,-0.42563693790203794,1.0,-0.8528834579575645
1.0,-0.42565566219750417,1.0,-0.8528834579575645
2.0,2.188626485741819,1.0,-0.8528834579575645
3.0,-0.42565833709685647,1.0,-0.8528834579575645
4.0,-0.42565566219750417,1.0,-0.8528834579575645
5.0,-0.42565566219750417,1.0,-0.8528834579575645
6.0,-0.42565833709685647,1.0,-0.8528834579575645
7.0,-0.42565833709685647,1.0,-0.8528834579575645
8.0,-0.42565833709685647,1.0,-0.8528834579575645
9.0,-0.4256596745465326,1.0,-0.8528834579575645
10.0,-0.42566234944588494,1.0,-0.8528834579575645
11.0,-0.42566234944588494,1.0,-0.8528834579575645
12.0,-0.42566368689556106,1.0,-0.8528834579575645
13.0,-0.42566368689556106,1.0,-0.8528834579575645
14.0,-0.4256650243452373,1.0,-0.8528834579575645
15.0,-0.4256650243452373,1.0,-0.8528834579575645
16.0,-0.4256663617949134,1.0,-0.8528834579575645
17.0,-0.4256690366942657,1.0,-0.8528834579575645
18.0,-0.4256690366942657,1.0,-0.8528834579575645
19.0,-0.4256690366942657,1.0,-0.8528834579575645
20.0,-0.4256663617949134,1.0,-0.8528834579575645
21.0,-0.4256757239426465,1.0,-0.8528834579575645
22.0,-0.4256757239426465,1.0,-0.8528834579575645
23.0,-0.42567706139232264,1.0,-0.8528834579575645
24.0,-0.42567706139232264,1.0,-0.8528834579575645
25.0,-0.42567706139232264,1.0,-0.8528834579575645
26.0,-0.4256783988419989,1.0,-0.8528834579575645
27.0,-0.42567706139232264,1.0,-0.8528834579575645
28.0,-0.425679736291675,1.0,-0.8528834579575645
29.0,-0.4256824111910273,1.0,-0.8528834579575645
30.0,2.161877492218649,1.0,-0.8528834579575645
31.0,2.161877492218649,1.0,-0.8528834579575645
32.0,-0.4256824111910273,1.0,-0.8528834579575645
33.0,-0.425679736291675,1.0,-0.8528834579575645
34.0,2.161877492218649,1.0,-0.8528834579575645
0.0,-0.425679736291675,0.0,-0.8528834579575645
1.0,-0.4256824111910273,0.0,-0.8528834579575645
2.0,-0.42568374864070346,0.0,-0.8528834579575645
3.0,-0.42568374864070346,0.0,-0.8528834579575645
4.0,-0.4256824111910273,0.0,-0.8528834579575645
5.0,-0.42568642354005576,0.0,-0.8528834579575645
6.0,-0.425687760989732,0.0,-0.8528834579575645
7.0,-0.4256890984394081,0.0,-0.8528834579575645
8.0,-0.42569043588908423,0.0,-0.8528834579575645
9.0,-0.4256917733387604,0.0,-0.8528834579575645
10.0,-0.4256917733387604,0.0,-0.8528834579575645
11.0,-0.42569043588908423,0.0,-0.8528834579575645
12.0,-0.4256917733387604,0.0,-0.8528834579575645
13.0,-0.4256931107884366,0.0,-0.8528834579575645
14.0,-0.4256917733387604,0.0,-0.8528834579575645
15.0,-0.42569043588908423,0.0,-0.8528834579575645
16.0,-0.4256931107884366,0.0,-0.8528834579575645
17.0,-0.4256957856877889,0.0,-0.8528834579575645
18.0,-0.4257024729361697,0.0,-0.8528834579575645
19.0,-0.42570381038584587,0.0,-0.8528834579575645
20.0,-0.42570381038584587,0.0,-0.8528834579575645
21.0,-0.425705147835522,0.0,-0.8528834579575645
22.0,-0.4257064852851981,0.0,-0.8528834579575645
23.0,-0.4257064852851981,0.0,-0.8528834579575645
24.0,-0.42570916018455046,0.0,-0.8528834579575645
25.0,-0.42570916018455046,0.0,-0.8528834579575645
26.0,-0.4257064852851981,0.0,-0.8528834579575645
27.0,-0.42570916018455046,0.0,-0.8528834579575645
28.0,-0.4257118350839028,0.0,-0.8528834579575645
29.0,-0.42570916018455046,0.0,-0.8528834579575645
30.0,-0.42571049763422664,0.0,-0.8528834579575645
31.0,-0.4257118350839028,0.0,-0.8528834579575645
32.0,-0.4257158474329312,0.0,-0.8528834579575645
33.0,2.1284412503146872,0.0,-0.8528834579575645
34.0,-0.4257158474329312,0.0,-0.8528834579575645
0.0,2.1284412503146872,0.0,-0.8528834579575645
1.0,-0.4257158474329312,0.0,-0.8528834579575645
2.0,-0.42571718488260746,0.0,-0.8528834579575645
3.0,-0.4257198597819597,0.0,-0.8528834579575645
4.0,-0.4257198597819597,0.0,-0.8528834579575645
5.0,2.121754001933895,0.0,-0.8528834579575645
6.0,-0.4257238721309882,0.0,-0.8528834579575645
7.0,-0.4257252095806644,0.0,-0.8528834579575645
8.0,-0.4257265470303406,0.0,-0.8528834579575645
9.0,2.1150667535531023,0.0,-0.8528834579575645
10.0,2.1150667535531023,0.0,-0.8528834579575645
11.0,2.1150667535531023,0.0,-0.8528834579575645
12.0,2.1150667535531023,0.0,-0.8528834579575645
13.0,-0.42573055937936904,0.0,-0.8528834579575645
14.0,-0.42573189682904516,0.0,-0.8528834579575645
15.0,-0.42573992152710216,0.0,-0.8528834579575645
16.0,-0.42574393387613063,0.0,-0.8528834579575645
17.0,-0.42574527132580675,0.0,-0.8528834579575645
18.0,-0.4257466087754829,0.0,-0.8528834579575645
19.0,-0.4257466087754829,0.0,-0.8528834579575645
20.0,-0.4257466087754829,0.0,-0.8528834579575645
21.0,-0.42574527132580675,0.0,-0.8528834579575645
22.0,-0.42574527132580675,0.0,-0.8528834579575645
23.0,-0.4257506211245114,0.0,-0.8528834579575645
24.0,-0.4257519585741875,0.0,-0.8528834579575645
25.0,-0.42575463347353987,0.0,-0.8528834579575645
26.0,-0.42575730837289216,0.0,-0.8528834579575645
27.0,-0.42575730837289216,0.0,-0.8528834579575645
28.0,-0.42575864582256834,0.0,-0.8528834579575645
29.0,-0.4257599832722445,0.0,-0.8528834579575645
30.0,-0.4257599832722445,0.0,-0.8528834579575645
31.0,-0.4257599832722445,0.0,-0.8528834579575645
32.0,-0.42575864582256834,0.0,-0.8528834579575645
33.0,-0.42575730837289216,0.0,-0.8528834579575645
34.0,-0.42575864582256834,0.0,-0.8528834579575645
0.0,-0.4257599832722445,0.0,-0.8528834579575645
1.0,-0.4257599832722445,0.0,-0.8528834579575645
2.0,-0.4257599832722445,0.0,-0.8528834579575645
3.0,-0.42576265817159686,0.0,-0.8528834579575645
4.0,-0.425763995621273,0.0,-0.8528834579575645
5.0,-0.42576265817159686,0.0,-0.8528834579575645
6.0,-0.4257653330709491,0.0,-0.8528834579575645
7.0,2.0749432632683478,0.0,-0.8528834579575645
8.0,-0.42576934541997763,0.0,-0.8528834579575645
9.0,-0.42576934541997763,0.0,-0.8528834579575645
10.0,-0.42576934541997763,0.0,-0.8528834579575645
11.0,2.0749432632683478,0.0,-0.8528834579575645
12.0,-0.4257720203193299,0.0,-0.8528834579575645
13.0,-0.42577068286965375,0.0,-0.8528834579575645
14.0,-0.4257733577690061,0.0,-0.8528834579575645
15.0,-0.4257733577690061,0.0,-0.8528834579575645
16.0,2.0682560148875555,0.0,-0.8528834579575645
17.0,-0.4257733577690061,0.0,-0.8528834579575645
18.0,2.0682560148875555,0.0,-0.8528834579575645
19.0,-0.4257760326683584,0.0,-0.8528834579575645
20.0,-0.4257787075677107,0.0,-0.8528834579575645
21.0,-0.42577737011803457,0.0,-0.8528834579575645
22.0,-0.4257787075677107,0.0,-0.8528834579575645
23.0,-0.4257787075677107,0.0,-0.8528834579575645
24.0,2.0615687665067632,0.0,-0.8528834579575645
25.0,-0.4257867322657677,0.0,-0.8528834579575645
26.0,-0.4257867322657677,0.0,-0.8528834579575645
27.0,-0.42578940716512,0.0,-0.8528834579575645
28.0,-0.4257867322657677,0.0,-0.8528834579575645
29.0,-0.4257867322657677,0.0,-0.8528834579575645
30.0,-0.4257867322657677,0.0,-0.8528834579575645
31.0,-0.42578940716512,0.0,-0.8528834579575645
32.0,-0.42579341951414845,0.0,-0.8528834579575645
33.0,-0.42579208206447233,0.0,-0.8528834579575645
34.0,-0.42579341951414845,0.0,-0.8528834579575645
0.0,-0.42579341951414845,0.0,-0.8528834579575645
