timestamp,temperature,label,delay
-0.34580227537040814,0.3457542507990857,0.0,0.25490290245776565
-0.3454457122360779,-0.4847081978803686,0.0,0.12486381329934479
-0.3440194596987569,-0.4563969780390212,0.0,-0.005175275859076077
-0.34366289656442667,-0.38090039179543594,0.0,-0.07832226351068781
-0.3417909401091929,-0.3242779521127479,0.0,-0.09457714965549043
-0.3419662503169053,-0.3337150253931948,0.0,-0.11083203580029304
-0.343395474213679,-0.4186486849172303,0.0,-0.11083203580029304
-0.3455318816602077,-0.45639697803902457,0.0,-0.11083203580029304
-0.3461588385047384,-0.4186486849172303,0.0,-0.11083203580029304
-0.3450921204612004,-0.40921161163678,0.0,-0.11083203580029304
-0.3438411781315918,-0.31484087883230105,0.0,-0.11083203580029304
-0.34383820677213905,-0.3714633185149891,0.0,-0.09457714965549043
-0.34455133304079955,-0.4186486849172303,0.0,-0.07832226351068781
-0.34419774126592206,-0.38090039179543594,0.0,-0.07832226351068781
-0.34437602283308716,-0.4186486849172303,0.0,-0.09457714965549043
-0.3451782898853302,-0.4847081978803686,0.0,-0.11083203580029304
-0.34473555732687017,-0.4752711245999183,0.0,-0.11083203580029304
-0.34107781384053243,-0.47527112459992177,0.0,-0.11083203580029304
-0.3407212507062022,-0.3714633185149891,0.0,-0.11083203580029304
-0.3413452361912801,0.10039034550742955,0.0,-0.11083203580029304
-0.34437602283308716,0.18532400503146504,0.0,-0.11083203580029304
-0.3438411781315918,0.3363171775186389,0.0,-0.11083203580029304
-0.34472961460796464,0.35519132407953263,0.0,-0.11083203580029304
-0.34526743066891274,0.4401249836035681,0.0,-0.11083203580029304
-0.34526743066891274,0.4401249836035681,0.0,-0.11083203580029304
-0.3448187553915472,0.46843620344491554,0.0,-0.11083203580029304
-0.3445543044002523,0.6099923026516391,0.0,-0.09457714965549043
-0.34481578403209445,0.5628069362493979,0.0,-0.07832226351068781
-0.34401648833930415,0.6571776690538803,0.0,-0.07019482043828651
-0.34338953149477347,0.5533698629689476,0.0,-0.07019482043828651
-0.34366586792387943,0.2702576645554971,0.0,-0.07019482043828651
-0.34357375578084415,0.10039034550742613,0.0,-0.08644970658308912
-0.3450832063828421,-0.10722526666243574,0.0,-0.10270459272789173
-0.3442868820495046,-0.2865296589909536,0.0,-0.11083203580029304
-0.34357375578084415,-0.2865296589909502,0.0,-0.11083203580029304
-0.34321422128706114,-0.3242779521127445,0.0,-0.11083203580029304
-0.34214750324352317,-0.05060282697974428,0.0,-0.11137386533845313
-0.3418800808927755,-0.09778819338198888,0.0,-0.1119156948766132
-0.3423228134512355,-0.2487813658691593,0.0,-0.11164478010753315
-0.3416958566067049,0.14757571190967073,0.0,-0.11056112103121299
-0.34286062951218366,0.3646283973599829,0.0,-0.10947746195489282
-0.34401648833930415,-0.2865296589909502,0.0,-0.11001929149305291
-0.34491383889403526,-0.22047014602781184,0.0,-0.11056112103121299
-0.3458052467298609,-0.1260994132233329,0.0,-0.11083203580029304
-0.3458973588728962,-0.05060282697974086,0.0,-0.11083203580029304
-0.34642031813658053,-0.1732847796255741,0.0,-0.11083203580029304
-0.34615289578583286,-0.18272185290602094,0.0,-0.11083203580029304
-0.34623906520996267,-0.22047014602781526,0.0,-0.11083203580029304
-0.346343062790809,-0.2110330727473684,0.0,-0.11083203580029304
-0.3460696977211558,-0.19215892618646782,0.0,-0.11083203580029304
-0.3462568933666792,-0.2865296589909536,0.0,-0.11083203580029304
-0.3461588385047384,-0.3337150253931948,0.0,-0.11083203580029304
-0.3451782898853302,-0.22047014602781526,0.0,-0.11083203580029304
-0.3446464165432876,-0.18272185290602094,0.0,-0.10270459272789173
-0.34526743066891274,-0.30540380555185076,0.0,-0.08644970658308912
-0.34579336129204985,-0.38090039179543594,0.0,-0.07019482043828651
-0.34571610594627833,-0.3525891719540954,0.0,-0.08644970658308912
-0.3454457122360779,-0.4186486849172303,0.0,-0.10270459272789173
-0.345623993803243,-0.49414527116081547,0.0,-0.11083203580029304
-0.34588844479453795,-0.49414527116081547,0.0,-0.11083203580029304
-0.3455318816602077,-0.4847081978803652,0.0,-0.11083203580029304
-0.34554079573856594,-0.550767710843507,0.0,-0.11083203580029304
-0.345983528297026,-0.5696418574044041,0.0,-0.11083203580029304
-0.34598055693757324,-0.5507677108435001,0.0,-0.11083203580029304
-0.34571610594627833,-0.5130194177217127,0.0,-0.11083203580029304
-0.3457220486651838,-0.4847081978803686,0.0,-0.11083203580029304
-0.34623906520996267,-0.4941452711608189,0.0,-0.11083203580029304
-0.34668774048732826,-0.5318935642826098,0.0,-0.11083203580029304
-0.34678876670872183,-0.5130194177217161,0.0,-0.11083203580029304
-0.34642626085548606,-0.49414527116081547,0.0,-0.11083203580029304
-0.3467768812709108,-0.40921161163678343,0.0,-0.11083203580029304
-0.3461588385047384,-0.44695990475857433,0.0,-0.11083203580029304
-0.34553485301966047,-0.4469599047585777,0.0,-0.11083203580029304
-0.3456210224437903,-0.4658340513194715,0.0,-0.09457714965549043
-0.34579336129204985,-0.44695990475857433,0.0,-0.062067377365885204
-0.34527337338781827,-0.4941452711608189,0.0,-0.02955760507627999
-0.3457993040109554,-0.5224564910021595,0.0,-0.02955760507627999
-0.3460815831589668,-0.44695990475857433,0.0,-0.02955760507627999
-0.34668774048732826,-0.49414527116081547,0.0,-0.0458124912210826
-0.34587953071617966,-0.5130194177217127,0.0,-0.07832226351068781
-0.34560913700597923,-0.5035823444412624,0.0,-0.11083203580029304
-0.3460696977211558,-0.4186486849172303,0.0,-0.11083203580029304
-0.3466936832062337,-0.41864868491722684,0.0,-0.11083203580029304
-0.34579336129204985,-0.39033746507588624,0.0,-0.11083203580029304
-0.3451842326042357,-0.42808575819767714,0.0,-0.11083203580029304
-0.3461588385047384,-0.5130194177217127,0.0,-0.11083203580029304
-0.34598055693757324,-0.4752711245999183,0.0,-0.11083203580029304
-0.34607861179951405,-0.45639697803902457,0.0,-0.11083203580029304
-0.3449197816129408,-0.39977453835633314,0.0,-0.10297550749697178
-0.3435826698592024,-0.3714633185149857,0.0,-0.08726245089032925
-0.3431310232223841,-0.3242779521127445,0.0,-0.07154939428368673
-0.3448128126726417,-0.40921161163678343,0.0,-0.08672062135216917
-0.34687790749230435,-0.5318935642826098,0.0,-0.1018918484206516
-0.34669071184678096,-0.5224564910021595,0.0,-0.0937644053482503
-0.34623015113160444,-0.47527112459992177,0.0,-0.06233829213496525
-0.3458854734350852,-0.5035823444412658,0.0,-0.030912178921680206
-0.3453654855308536,-0.4658340513194715,0.0,-0.06233829213496525
-0.345612108365432,-0.5130194177217194,0.0,-0.0937644053482503
-0.3456210224437903,-0.5130194177217127,0.0,-0.10974837672397286
-0.3452496025121963,-0.49414527116081547,0.0,-0.11029020626213294
